Name,Handle,Media URL,Retweets,Likes,Comments,Views,Tweet URL,Profile Link,Post Body,Date,Timestamp,translated_text,Energy_Category,Aspect_Category,processed_text,Likes_numeric,textblob_sentiment,TextBlob sentiment,TextBlob sentiment_category,bert_sentiment,bert_sentiment category,bert_sentiment_category
Fitch Ratings,@FitchRatings,"https://pbs.twimg.com/media/F249VxfWYAA0HLZ?format=jpg&name=small, https://pbs.twimg.com/media/F249VxfWYAA0HLZ?format=jpg&name=small",,1,,1.2K,https://x.com/FitchRatings/status/1688354356104433664,https://x.com/FitchRatings,"A favourable regulatory framework, government incentive schemes and price signals in the wholesale electricity markets should support grid-scale renewable energy projects in Australia.

Learn more: https://ow.ly/zFkG50PqAjz

#AsiaPacific #Australia #renewableenergy","Aug 7, 2023",2023-08-07T01:00:21.000Z,,Other,Other,,1.0,0.0,,Very Positive,4,Positive,Positive
David Tomkins,@davidtomkins,,1,,,30,https://x.com/davidtomkins/status/1767427170933330239,https://x.com/davidtomkins,"Hosting the world’s largest climate trade show could be just the incentive we need to become a renewable energy superpower.
#ClimateCrisis #Auspol2024",Mar 12,2024-03-12T05:47:29.000Z,"Hosting the world’s largest climate trade show could be just the incentive we need to become a renewable energy superpower.
#ClimateCrisis #Auspol2024",Other,Tax,hosting world largest climate trade show could incentive need become renewable energy superpower climatecrisis auspol,,0.0,3.0,Neutral,5,Very Positive,Very Positive
GetUp!,@GetUp,,5,10,1.0,,https://x.com/GetUp/status/1582933424884436995,https://x.com/GetUp,"Labor: We will invest $1.5 billion in renewables in Victoria

Also Labor: We will hand out a $1.5 billion fossil fuel subsidy to benefit gas corporations

https://theguardian.com/australia-news/2022/oct/19/rewiring-the-nation-albanese-and-andrews-governments-to-jointly-fund-renewable-energy-zones…","Oct 20, 2022",2022-10-20T03:15:12.000Z,"Labor: We will invest $1.5 billion in renewables in Victoria

Also Labor: We will hand out a $1.5 billion fossil fuel subsidy to benefit gas corporations

https://theguardian.com/australia-news/2022/oct/19/rewiring-the-nation-albanese-and-andrews-governments-to-jointly-fund-renewable-energy-zones…",Other,Jobs,labor invest billion renewables victoria also labor hand billion fossil fuel subsidy benefit gas corporation httpstheguardiancomaustralianewsoctrewiringthenationalbaneseandandrewsgovernmentstojointlyfundrenewableenergyzones,10.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
I'm @Ketanjoshi.co on Bluesky,@KetanJ0,,9,19,1.0,,https://x.com/KetanJ0/status/1168808340983635969,https://x.com/KetanJ0,"It is now certain Australia will generate enough renewable energy to meet the 2020 large-scale renewable energy target.

""The industry doesn’t need new subsidy, we just need certainty"" - @kanethornton","Sep 3, 2019",2019-09-03T08:49:58.000Z,"It is now certain Australia will generate enough renewable energy to meet the 2020 large-scale renewable energy target.

""The industry doesn’t need new subsidy, we just need certainty"" - @kanethornton",Other,Tax,certain australia generate enough renewable energy meet largescale renewable energy target industry doesnt need new subsidy need certainty kanethornton,19.0,0.11688311688311688,3.23,Neutral,3,Neutral,Neutral
Malcolm Ellis,@43a6f0ce5dac4ea,,11,7,1.0,,https://x.com/43a6f0ce5dac4ea/status/989997883897167872,https://x.com/43a6f0ce5dac4ea,"in Australia it's the only subsidy they didn't cut..the govmnt cronies in wood pellet industry get a 'renewable energy subsidy'..ffs..
Old Growth Forests are NOT Renewable...the govmnt cannot show a single one that has been..
the industry must be outlawed globally..","Apr 28, 2018",2018-04-27T22:41:03.000Z,,Other,Other,,7.0,0.0,,Very Positive,4,Positive,Positive
Leo Sutton,@LeoYD850,"https://pbs.twimg.com/media/DxpfHZhVYAE93_N?format=jpg&name=small, https://pbs.twimg.com/media/DxpfHZhVYAE93_N?format=jpg&name=small",1,1,,,https://x.com/LeoYD850/status/1088287526618419200,https://x.com/LeoYD850,"Australia’s Endless #Renewable Energy Nightmare: Subsidies Worth $4bn a Year Run Until 2031 https://stopthesethings.com/2018/03/19/australias-endless-renewable-energy-nightmare-subsidies-worth-4bn-a-year-run-until-2031/… Yes #Auspol When you hear RE Subsidy Farmers screeching about socialism, You know the only real answer is Reliable electricity from #Nuclear Energy and #Thorium","Jan 24, 2019",2019-01-24T04:09:00.000Z,"Australia’s Endless #Renewable Energy Nightmare: Subsidies Worth $4bn a Year Run Until 2031 https://stopthesethings.com/2018/03/19/australias-endless-renewable-energy-nightmare-subsidies-worth-4bn-a-year-run-until-2031/… Yes #Auspol When you hear RE Subsidy Farmers screeching about socialism, You know the only real answer is Reliable electricity from #Nuclear Energy and #Thorium",Nuclear Energy,Tax,australia endless renewable energy nightmare subsidy worth bn year run httpsstopthesethingscomaustraliasendlessrenewableenergynightmaresubsidiesworthbnayearrununtil yes auspol hear subsidy farmer screeching socialism know real answer reliable electricity nuclear energy thorium,1.0,0.09375,3.19,Neutral,1,Very Negative,Very Negative
Tom Smith,@tomsmith_tm,,2,8,,,https://x.com/tomsmith_tm/status/1057007408596144128,https://x.com/tomsmith_tm,Renewable energy needs no Govt subsidy and can't be stopped https://theguardian.com/australia-news/2018/oct/30/clean-energy-is-cheap-surging-and-headed-for-a-fall… @mlinnenluecke @DrVictoriaClout @L_Widyawati @AshyiDing,"Oct 30, 2018",2018-10-29T20:32:59.000Z,,Other,Other,,8.0,0.0,,Very Positive,4,Positive,Positive
Robert Brown - Renewable Energy Recovery,@rebrown01,,,,,,https://x.com/rebrown01/status/967925934215933952,https://x.com/rebrown01,"Emissions reductions from ERF thin disguise for subsidy to dirty industries. ERF is a taxpayer funded farce. https://theguardian.com/australia-news/2018/feb/19/emissions-increases-approved-by-regulator-may-wipe-out-260m-of-direct-action-cuts….
Utter disgrace.","Feb 26, 2018",2018-02-26T00:55:00.000Z,"Emissions reductions from ERF thin disguise for subsidy to dirty industries. ERF is a taxpayer funded farce. https://theguardian.com/australia-news/2018/feb/19/emissions-increases-approved-by-regulator-may-wipe-out-260m-of-direct-action-cuts….
Utter disgrace.",Other,Tax,emission reduction erf thin disguise subsidy dirty industry erf taxpayer funded farce httpstheguardiancomaustralianewsfebemissionsincreasesapprovedbyregulatormaywipeoutmofdirectactioncuts utter disgrace,,-0.35,2.3,Negative,1,Very Negative,Very Negative
Ray Raymond,@raythemouse,,4,2,,,https://x.com/raythemouse/status/1218277456626368513,https://x.com/raythemouse,"The change to renewable energy has been slowed down deliberately by leaders who have colluded with coal barons who invest large sums of money.
In 2020 Australia could have been supported entirely by renewable energy if we had the incentive.
Now it may take many years, if ever.","Jan 18, 2020",2020-01-17T21:02:34.000Z,"The change to renewable energy has been slowed down deliberately by leaders who have colluded with coal barons who invest large sums of money.
In 2020 Australia could have been supported entirely by renewable energy if we had the incentive.
Now it may take many years, if ever.",Other,Tax,change renewable energy slowed deliberately leader colluded coal baron invest large sum money australia could supported entirely renewable energy incentive may take many year ever,2.0,0.13968253968253969,3.28,Neutral,2,Negative,Negative
Greenpeace Australia Pacific,@GreenpeaceAP,,9,17,1.0,,https://x.com/GreenpeaceAP/status/1441161837513359363,https://x.com/GreenpeaceAP,"Instead of slugging taxpayers with the bill to keep ageing, unreliable, polluting and climate-wrecking coal power stations running past their use-by date, the Morrison Govt should be leading the transition to clean and cheaper renewable energy.  https://abc.net.au/news/2021-09-24/federal-coal-gas-power-subsidy-revolt-electricty-market/100487526… #auspol","Sep 24, 2021",2021-09-23T22:05:32.000Z,"Instead of slugging taxpayers with the bill to keep ageing, unreliable, polluting and climate-wrecking coal power stations running past their use-by date, the Morrison Govt should be leading the transition to clean and cheaper renewable energy.  https://abc.net.au/news/2021-09-24/federal-coal-gas-power-subsidy-revolt-electricty-market/100487526… #auspol",Other,Economy,instead slugging taxpayer bill keep ageing unreliable polluting climatewrecking coal power station running past useby date morrison govt leading transition clean cheaper renewable energy httpsabcnetaunewsfederalcoalgaspowersubsidyrevoltelectrictymarket auspol,17.0,0.05833333333333335,3.12,Neutral,1,Very Negative,Very Negative
Dr Magpie,@lightfootsj,,,1,,,https://x.com/lightfootsj/status/1164409324258512896,https://x.com/lightfootsj,"So, is this a subsidy for the fossil fuel industry? Seems to me it is. Please can we now stop with the faux outrage about renewable energy industry subsidies. #auspol @RDNS_TAI ""Australia to send 200 troops to the Middle East to protect oil supplies"" https://smh.com.au/politics/federal/australia-to-send-200-troops-to-the-middle-east-to-protect-oil-supplies-20190821-p52jdi.html…","Aug 22, 2019",2019-08-22T05:29:51.000Z,"So, is this a subsidy for the fossil fuel industry? Seems to me it is. Please can we now stop with the faux outrage about renewable energy industry subsidies. #auspol @RDNS_TAI ""Australia to send 200 troops to the Middle East to protect oil supplies"" https://smh.com.au/politics/federal/australia-to-send-200-troops-to-the-middle-east-to-protect-oil-supplies-20190821-p52jdi.html…",Other,Tax,subsidy fossil fuel industry seems please stop faux outrage renewable energy industry subsidy auspol rdnstai australia send troop middle east protect oil supply httpssmhcomaupoliticsfederalaustraliatosendtroopstothemiddleeasttoprotectoilsuppliespjdihtml,1.0,0.0,3.0,Neutral,1,Very Negative,Very Negative
Kary,@kary_cee,,1,,,,https://x.com/kary_cee/status/1127836396570300416,https://x.com/kary_cee,"If fossil fuels in Australia are so well established why does it require a $29 billion subsidy?
I got from https://afr.com/news/politics/renewable-energy-subsidies-to-top-28b-a-year-up-to-2030-20170313-guwo3t… that subsidies for renewables is $2.8 billion (@climatecouncil correct me if I'm wrong).
That is 10% of what is spent on fossil fuels. 

#auspol","May 13, 2019",2019-05-13T07:22:05.000Z,"If fossil fuels in Australia are so well established why does it require a $29 billion subsidy?
I got from https://afr.com/news/politics/renewable-energy-subsidies-to-top-28b-a-year-up-to-2030-20170313-guwo3t… that subsidies for renewables is $2.8 billion (@climatecouncil correct me if I'm wrong).
That is 10% of what is spent on fossil fuels.

#auspol",Other,Tax,fossil fuel australia well established require billion subsidy got httpsafrcomnewspoliticsrenewableenergysubsidiestotopbayearuptoguwot subsidy renewables billion climatecouncil correct im wrong spent fossil fuel auspol,,-0.3,2.4,Negative,1,Very Negative,Very Negative
Australia Beyond Coal,@AusBeyondCoal,"https://pbs.twimg.com/media/E9LuUPGVEAQ8pnn?format=jpg&name=small, https://pbs.twimg.com/media/E9LuUPGVEAQ8pnn?format=jpg&name=small",4,2,,,https://x.com/AusBeyondCoal/status/1428467494906339330,https://x.com/AusBeyondCoal,"Big coal power companies @EnergyAustralia, @OriginCommunity and @AngusTaylorMP are pushing for a great big new subsidy for coal power that could cost consumers 2x the carbon price and hold back investment in renewable energy 
https://bit.ly/3geGspK","Aug 20, 2021",2021-08-19T21:22:45.000Z,"Big coal power companies @EnergyAustralia, @OriginCommunity and @AngusTaylorMP are pushing for a great big new subsidy for coal power that could cost consumers 2x the carbon price and hold back investment in renewable energy
https://bit.ly/3geGspK",Other,Tax,big coal power company energyaustralia origincommunity angustaylormp pushing great big new subsidy coal power could cost consumer x carbon price hold back investment renewable energy httpsbitlygegspk,2.0,0.18727272727272729,3.37,Neutral,5,Very Positive,Very Positive
Sky News Australia,@SkyNewsAust,,,3,2.0,3.5K,https://x.com/SkyNewsAust/status/1649026597083832321,https://x.com/SkyNewsAust,"Sky News host Chris Kenny says Climate and Energy Minister Chris Bowen was out pushing renewable energy today with a new tax incentive offering $40 million to motorists who purchase new electric vehicles worth up to $90,000.","Apr 20, 2023",2023-04-20T12:25:52.000Z,"Sky News host Chris Kenny says Climate and Energy Minister Chris Bowen was out pushing renewable energy today with a new tax incentive offering $40 million to motorists who purchase new electric vehicles worth up to $90,000.",Other,Tax,sky news host chris kenny say climate energy minister chris bowen pushing renewable energy today new tax incentive offering million motorist purchase new electric vehicle worth,3.0,0.19090909090909092,3.38,Neutral,1,Very Negative,Very Negative
